Date,Store_ID,Product_ID,Category,Region,Holiday,Promotion,Weather,Temperature,Fuel_Price,CPI,Unemployment,Inventory,Price,Competitor_Price,Discount,Customers,Sales
2024-11-20,8,1162,Clothing,North,0,0,Cloudy,26.7,112.26,241.51,3.7,253,693.44,687.69,39,50,0
2024-11-21,38,1177,Grocery,West,1,0,Rainy,39.5,94.42,297.28,3.77,821,1044.65,1106.73,15,431,72
2024-11-22,2,1108,Electronics,West,0,0,Rainy,20.2,82.21,234.09,7.87,607,431.66,398.57,42,265,29
2024-11-23,35,1041,Beauty,West,1,0,Cloudy,38.7,90.79,259.37,5.76,301,169.78,182.9,33,191,20
2024-11-24,38,1153,Electronics,North,1,1,Sunny,24.7,113.17,225.35,9.14,340,1005.2,904.88,12,444,178
2024-11-25,48,1130,Electronics,West,0,0,Sunny,10.3,118.47,204.46,9.61,422,691.43,662.37,28,21,0
2024-11-26,26,1153,Toys,South,1,0,Sunny,17.9,116.81,228.9,11.58,818,1374.33,1322.19,34,273,47
2024-11-27,31,1165,Sports,West,0,0,Sunny,13.1,108.55,243.99,6.85,287,758.98,695.13,7,487,66
2024-11-28,35,1036,Beauty,West,1,0,Sunny,36.0,84.68,181.12,7.77,439,875.16,939.25,27,202,43
2024-11-29,27,1094,Toys,East,0,1,Sunny,29.1,113.25,249.51,8.8,240,1659.82,1582.48,28,119,30
2024-11-30,32,1019,Grocery,North,0,1,Cloudy,26.6,114.02,231.91,11.03,96,676.93,673.44,47,439,165
2024-12-01,43,1035,Electronics,South,0,0,Sunny,27.5,95.14,290.1,10.22,912,1417.47,1289.29,50,429,36
2024-12-02,28,1125,Sports,South,0,0,Rainy,34.3,83.37,290.55,3.69,989,763.6,811.48,45,136,6
2024-12-03,13,1105,Furniture,East,1,0,Rainy,26.8,97.06,237.76,5.67,212,379.96,363.99,28,78,19
2024-12-04,22,1094,Clothing,West,1,1,Sunny,39.7,107.48,185.1,3.62,768,389.41,392.79,30,275,110
2024-12-05,8,1125,Electronics,West,1,1,Rainy,15.6,117.82,202.58,6.41,982,1671.18,1595.0,2,482,222
2024-12-06,44,1169,Clothing,East,1,1,Sunny,15.0,81.46,207.83,11.66,412,1133.37,1141.71,24,425,184
2024-12-07,36,1047,Clothing,South,0,1,Cloudy,23.1,107.74,296.12,4.78,982,1266.84,1283.69,14,315,131
2024-12-08,22,1156,Toys,North,1,1,Sunny,27.5,105.91,265.84,7.61,302,864.0,828.67,49,79,27
2024-12-09,5,1136,Toys,North,0,1,Rainy,23.6,108.09,230.72,9.76,636,468.74,496.26,31,142,45
2024-12-10,45,1102,Grocery,West,0,1,Sunny,12.1,94.88,247.32,4.23,86,829.33,797.27,21,164,59
2024-12-11,25,1074,Toys,East,0,0,Rainy,20.4,86.82,217.12,9.29,28,190.73,185.62,1,169,18
2024-12-12,29,1141,Electronics,East,0,0,Rainy,38.3,80.96,280.72,9.59,265,427.45,459.8,31,325,35
2024-12-13,9,1170,Toys,South,0,0,Sunny,34.7,100.09,194.85,11.11,691,1129.01,1126.82,41,427,68
2024-12-14,17,1058,Beauty,South,1,0,Cloudy,37.1,105.21,205.44,11.63,696,998.39,906.83,46,343,59
2024-12-15,14,1082,Furniture,West,0,1,Rainy,37.2,91.43,237.75,10.72,181,1810.47,1733.18,30,96,21
2024-12-16,16,1057,Clothing,South,0,1,Sunny,33.2,116.96,260.67,4.62,173,1334.12,1288.84,6,275,108
2024-12-17,42,1091,Toys,South,1,1,Cloudy,37.2,112.8,206.28,8.61,844,1039.07,1116.99,5,394,180
2024-12-18,46,1191,Toys,South,1,0,Rainy,13.3,113.98,251.95,11.83,384,1630.59,1628.07,10,90,0
2024-12-19,33,1179,Toys,South,0,0,Cloudy,16.6,99.6,211.41,7.93,857,101.77,107.65,11,332,47
2024-12-20,35,1095,Beauty,North,1,1,Rainy,18.1,109.41,217.4,5.46,333,324.74,356.94,41,257,114
2024-12-21,15,1126,Grocery,West,0,0,Sunny,16.1,112.04,243.96,4.83,709,738.33,810.55,28,346,31
2024-12-22,15,1127,Toys,East,0,0,Cloudy,15.9,116.05,192.85,11.18,418,693.3,639.76,26,149,0
2024-12-23,23,1098,Sports,West,1,1,Rainy,11.0,99.11,278.53,7.31,390,1263.05,1158.68,34,134,64
2024-12-24,15,1060,Clothing,West,0,1,Rainy,10.5,88.23,271.47,5.75,799,1560.7,1625.31,15,393,143
2024-12-25,17,1022,Electronics,South,1,0,Cloudy,14.2,117.39,256.2,4.15,52,211.89,230.65,14,439,77
2024-12-26,9,1162,Furniture,North,1,1,Cloudy,39.4,119.56,263.49,8.78,451,499.21,524.18,1,339,150
2024-12-27,40,1106,Beauty,East,1,0,Cloudy,32.5,100.38,234.36,11.59,594,1896.29,1925.18,39,311,51
2024-12-28,6,1023,Electronics,South,1,0,Cloudy,35.8,92.79,277.86,5.2,976,914.37,857.75,39,388,52
2024-12-29,25,1156,Clothing,West,0,0,Sunny,30.9,83.27,209.1,11.44,33,1702.65,1817.37,49,120,5
2024-12-30,45,1101,Beauty,North,0,1,Rainy,19.3,107.3,193.3,3.67,115,1989.57,1943.95,44,416,160
2023-01-01,43,1065,Furniture,East,0,0,Cloudy,22.5,94.99,292.17,7.25,174,893.43,807.45,33,27,5
2023-01-02,13,1048,Grocery,West,0,0,Cloudy,25.1,114.43,216.73,11.42,214,1829.71,1676.33,44,156,10
2023-01-03,40,1118,Grocery,North,0,1,Sunny,26.9,101.16,259.17,4.99,800,363.91,378.72,19,467,186
2023-01-04,33,1038,Grocery,West,0,1,Sunny,32.9,80.83,296.33,11.16,171,1504.89,1607.48,39,343,119
2023-01-05,14,1183,Toys,South,0,0,Cloudy,34.5,83.78,191.68,6.26,121,61.09,60.05,3,455,67
2023-01-06,33,1078,Toys,West,0,1,Cloudy,29.2,107.99,249.79,9.06,994,942.84,975.46,27,363,125
2023-01-07,16,1027,Electronics,North,1,1,Sunny,12.3,109.09,274.8,9.38,305,322.24,348.97,24,187,76
2023-01-08,31,1021,Clothing,West,0,1,Sunny,24.5,95.12,198.3,5.05,150,1953.07,1936.8,23,40,1
2023-01-09,38,1170,Clothing,East,1,0,Sunny,24.9,116.9,275.21,8.99,313,1506.67,1620.26,13,232,72
2023-01-10,26,1021,Furniture,West,1,0,Cloudy,10.9,99.4,235.82,4.37,928,1332.3,1327.25,34,153,22
2023-01-11,34,1062,Furniture,South,0,1,Sunny,13.1,88.47,241.6,8.02,124,61.51,62.36,28,304,107
2023-01-12,44,1054,Grocery,East,1,0,Sunny,18.2,114.54,258.79,5.05,318,1821.72,1687.32,26,174,26
2023-01-13,5,1005,Electronics,East,1,0,Sunny,36.8,94.53,278.7,10.06,793,904.01,889.76,46,411,56
2023-01-14,10,1092,Electronics,West,1,0,Rainy,15.2,81.12,217.34,11.95,569,1673.76,1818.35,12,377,79
2023-01-15,37,1007,Grocery,North,1,1,Rainy,21.7,117.87,181.25,11.57,865,1669.5,1724.56,46,304,106
2023-01-16,23,1029,Sports,North,1,1,Cloudy,38.6,108.54,231.24,4.33,523,1915.6,2029.61,24,491,216
2023-01-17,42,1142,Clothing,West,1,1,Rainy,33.5,102.54,290.35,6.31,713,1788.38,1956.32,11,301,142
2023-01-18,30,1179,Clothing,West,1,0,Rainy,31.4,112.14,236.14,5.19,321,1632.23,1687.08,10,40,1
2023-01-19,4,1028,Grocery,West,1,0,Rainy,37.8,114.54,296.47,9.67,554,200.8,200.2,43,155,25
2023-01-20,19,1108,Sports,East,0,1,Sunny,12.0,99.7,187.41,6.04,889,1659.76,1538.43,50,273,108
2023-01-21,30,1147,Toys,South,0,0,Sunny,31.6,81.96,184.62,4.72,69,1844.82,1839.59,36,450,59
2023-01-22,6,1034,Electronics,East,0,0,Sunny,25.1,92.35,282.7,8.51,399,710.13,771.03,27,446,59
2023-01-23,11,1125,Electronics,North,0,1,Sunny,12.1,101.38,214.19,9.71,75,892.19,883.26,46,215,68
2023-01-24,9,1163,Toys,North,1,1,Sunny,22.0,83.42,299.48,5.87,909,537.64,535.11,12,267,142
2023-01-25,3,1070,Grocery,North,1,0,Rainy,14.3,102.2,232.62,10.21,561,1010.95,921.88,1,23,0
2023-01-26,23,1015,Furniture,South,1,1,Rainy,17.2,88.28,283.49,4.05,218,1780.53,1898.52,41,119,37
2023-01-27,42,1055,Furniture,North,1,0,Sunny,16.2,119.09,186.73,8.74,59,1278.42,1158.78,15,260,48
2023-01-28,35,1012,Grocery,North,1,1,Rainy,10.5,108.59,181.69,11.07,679,891.55,810.3,21,322,148
2023-01-29,49,1061,Sports,North,1,0,Rainy,18.0,108.38,188.1,8.86,107,759.78,690.43,50,306,31
2023-01-30,10,1107,Sports,South,0,1,Rainy,37.6,97.82,216.56,10.01,654,1827.69,1907.77,40,454,175
2023-01-31,3,1134,Sports,North,1,1,Sunny,17.0,89.32,181.58,8.81,746,1523.95,1638.91,5,486,211
2023-02-01,16,1051,Grocery,West,0,1,Rainy,33.8,86.9,183.73,8.99,213,396.93,417.55,16,162,63
2023-02-02,18,1096,Beauty,North,1,1,Cloudy,39.2,96.63,191.51,5.95,181,1289.26,1266.08,7,187,95
2023-02-03,24,1106,Furniture,East,0,1,Cloudy,34.8,90.09,191.46,8.88,926,1240.55,1287.92,27,28,1
2023-02-04,43,1188,Toys,North,0,1,Rainy,35.7,95.72,198.64,8.55,759,373.06,346.79,35,319,125
2023-02-05,20,1122,Electronics,West,1,1,Cloudy,21.8,93.17,297.57,10.25,813,1364.31,1233.03,7,367,156
2023-02-06,37,1191,Furniture,West,1,1,Cloudy,23.3,106.06,262.75,6.69,49,210.02,203.35,4,92,36
2023-02-07,22,1106,Toys,East,0,0,Rainy,12.0,111.68,283.76,7.52,664,107.35,104.82,6,422,71
2023-02-08,18,1046,Grocery,East,1,1,Rainy,27.6,100.86,286.33,4.89,560,193.66,184.91,49,296,126
2023-02-09,47,1097,Grocery,East,0,0,Cloudy,29.1,85.36,274.5,11.59,160,1240.34,1227.09,17,83,8
2023-02-10,7,1035,Electronics,South,0,1,Cloudy,25.1,109.17,214.96,8.25,220,1915.06,1966.09,46,494,190
2023-02-11,50,1179,Grocery,North,0,1,Cloudy,17.7,81.1,241.46,9.48,183,1266.57,1379.07,8,75,39
2023-02-12,38,1170,Grocery,East,0,0,Sunny,37.7,88.73,294.19,5.8,209,1704.55,1561.14,23,466,74
2023-02-13,38,1178,Furniture,North,1,0,Sunny,33.7,108.44,200.87,6.41,56,662.58,626.8,21,466,85
2023-02-14,20,1063,Beauty,South,1,1,Cloudy,12.3,85.2,251.69,9.83,234,1094.7,1137.66,32,158,61
2023-02-15,19,1147,Electronics,East,1,1,Rainy,15.4,88.68,285.25,8.26,73,1674.63,1541.12,35,469,201
2023-02-16,32,1016,Beauty,West,0,0,Cloudy,14.4,90.87,189.56,6.4,882,1044.06,943.91,49,232,17
2023-02-17,30,1062,Grocery,North,1,1,Cloudy,29.4,108.83,234.55,4.35,535,1873.9,1895.1,1,240,107
2023-02-18,27,1090,Sports,North,1,1,Rainy,36.5,89.33,297.04,11.35,71,1606.19,1585.45,31,62,9
2023-02-19,30,1114,Clothing,South,1,1,Sunny,30.4,107.94,255.58,6.85,876,193.46,189.87,33,76,30
2023-02-20,18,1199,Sports,South,0,1,Cloudy,15.4,117.18,186.19,3.22,322,1368.27,1306.56,9,100,43
2023-02-21,36,1160,Furniture,West,0,1,Rainy,33.3,84.66,224.66,3.33,70,232.4,210.11,36,100,24
2023-02-22,4,1122,Grocery,West,1,1,Rainy,20.8,115.98,236.8,4.04,364,1971.13,1904.65,10,310,144
2023-02-23,42,1059,Toys,West,1,0,Rainy,21.5,99.86,261.41,10.77,989,1302.19,1354.34,41,137,17
2023-02-24,42,1123,Grocery,West,0,1,Cloudy,34.0,81.14,293.09,6.1,730,477.12,444.34,7,377,139
2023-02-25,3,1008,Toys,North,0,0,Cloudy,34.4,100.91,294.47,3.85,720,212.51,191.26,20,485,78
2023-02-26,34,1007,Furniture,West,0,0,Cloudy,12.8,82.31,262.27,9.46,881,1360.87,1287.26,30,331,26
2023-02-27,25,1058,Toys,East,1,0,Rainy,31.8,114.47,245.62,4.02,447,799.32,851.62,46,367,76
2023-02-28,4,1003,Grocery,West,0,1,Sunny,24.0,114.8,296.81,6.1,974,1517.88,1376.97,4,189,85
2023-03-01,46,1004,Sports,West,1,0,Sunny,33.1,101.06,229.26,5.62,877,1442.86,1413.0,49,447,79
2023-03-02,23,1094,Furniture,East,0,0,Sunny,36.7,117.35,298.97,10.8,997,1139.46,1186.14,19,454,72
2023-03-03,29,1019,Clothing,North,0,1,Rainy,13.9,83.91,228.65,4.82,643,1647.71,1669.95,17,251,90
2023-03-04,17,1003,Electronics,East,1,1,Cloudy,35.9,91.3,249.32,4.55,841,361.43,343.8,49,106,37
2023-03-05,47,1039,Clothing,North,0,0,Sunny,39.3,109.38,288.52,9.49,159,366.09,400.42,37,164,8
2023-03-06,13,1158,Furniture,North,1,0,Sunny,11.4,113.54,260.62,8.14,138,651.77,603.59,44,321,70
2023-03-07,20,1011,Electronics,West,1,1,Cloudy,29.0,83.9,200.99,7.58,163,626.7,610.42,6,77,39
2023-03-08,1,1152,Sports,West,1,0,Cloudy,34.1,115.48,254.75,3.66,444,1176.62,1202.28,50,172,16
2023-03-09,50,1116,Furniture,West,0,1,Rainy,32.4,95.57,252.82,11.23,731,1787.11,1660.9,49,396,129
2023-03-10,32,1142,Grocery,North,0,1,Cloudy,33.6,108.57,186.67,9.67,686,543.23,581.05,18,110,14
2023-03-11,20,1094,Sports,West,1,0,Cloudy,39.4,100.52,267.52,4.74,109,216.58,204.24,18,392,67
2023-03-12,40,1047,Clothing,West,1,1,Rainy,22.2,118.12,214.9,12.0,142,450.74,487.61,7,467,207
2023-03-13,5,1052,Furniture,South,0,0,Cloudy,31.7,104.91,184.11,5.63,460,57.46,57.66,18,217,3
2023-03-14,44,1172,Furniture,East,0,1,Sunny,18.6,111.07,291.57,10.4,796,1445.74,1449.72,39,338,119
2023-03-15,32,1155,Electronics,East,0,1,Cloudy,39.7,99.61,263.57,3.65,772,1820.39,1817.99,44,27,0
2023-03-16,30,1163,Sports,South,1,0,Sunny,15.6,92.15,276.04,10.55,881,537.33,501.1,10,119,9
2023-03-17,7,1165,Beauty,West,0,0,Sunny,16.4,98.99,298.89,6.49,837,1519.14,1549.4,25,254,39
2023-03-18,8,1149,Furniture,West,1,0,Rainy,15.2,95.19,191.35,5.44,463,1600.27,1495.84,42,373,54
2023-03-19,4,1114,Grocery,South,0,0,Rainy,12.2,109.06,196.87,10.3,146,1557.3,1650.87,41,29,0
2023-03-20,39,1104,Beauty,South,1,0,Sunny,33.9,98.99,279.79,11.67,655,342.01,365.19,9,240,34
2023-03-21,6,1115,Toys,East,0,1,Rainy,26.3,117.0,258.04,4.15,437,256.45,268.57,32,438,166
2023-03-22,31,1064,Furniture,North,0,1,Rainy,28.6,114.06,280.33,7.11,123,1819.9,1889.24,33,351,139
2023-03-23,9,1195,Furniture,North,0,1,Cloudy,25.2,88.6,298.06,9.16,98,1202.14,1295.29,42,316,103
2023-03-24,14,1108,Toys,West,1,0,Sunny,19.5,83.23,267.43,9.36,420,179.78,162.05,46,53,0
2023-03-25,10,1123,Furniture,East,1,1,Sunny,28.2,111.89,264.34,11.79,458,1444.91,1481.91,14,500,208
2023-03-26,11,1108,Beauty,East,0,1,Cloudy,22.5,98.01,205.41,3.78,966,309.27,290.85,42,90,9
2023-03-27,18,1062,Clothing,North,1,0,Cloudy,32.3,109.92,197.02,9.53,430,900.19,896.74,45,461,79
2023-03-28,45,1079,Toys,West,0,1,Rainy,17.5,118.81,207.54,9.37,430,833.57,902.19,2,390,164
2023-03-29,32,1037,Toys,East,1,0,Sunny,39.4,94.19,229.28,8.41,73,198.52,189.01,33,27,8
2023-03-30,26,1142,Electronics,North,1,1,Cloudy,35.0,94.58,180.15,4.84,428,1683.72,1745.07,9,240,108
2023-03-31,21,1006,Clothing,East,0,0,Sunny,31.6,80.4,199.0,8.04,939,808.7,841.26,11,165,27
2023-04-01,4,1097,Sports,South,1,1,Cloudy,32.5,90.35,222.78,7.35,734,156.07,144.97,48,29,0
2023-04-02,3,1192,Clothing,West,1,0,Cloudy,10.7,98.01,216.66,6.35,414,1015.58,978.66,8,166,34
2023-04-03,47,1006,Sports,West,1,0,Rainy,32.7,106.24,280.36,6.33,936,83.07,80.28,26,152,19
2023-04-04,16,1199,Toys,South,0,1,Cloudy,33.9,102.8,217.27,10.63,753,1787.43,1915.25,49,120,42
2023-04-05,26,1094,Clothing,East,0,0,Cloudy,38.2,97.05,186.05,4.59,161,345.98,358.52,21,485,63
2023-04-06,39,1159,Grocery,West,1,0,Rainy,16.9,91.12,266.1,9.72,931,953.95,962.18,42,53,0
2023-04-07,20,1134,Sports,North,1,1,Cloudy,29.5,102.34,192.4,6.67,175,1331.07,1455.38,7,374,177
2023-04-08,44,1098,Toys,West,1,1,Rainy,39.6,86.82,200.84,7.57,458,997.07,1032.62,17,177,80
2023-04-09,31,1019,Toys,West,1,0,Sunny,36.9,82.07,184.41,3.47,957,845.26,881.28,33,409,74
2023-04-10,47,1180,Clothing,West,0,1,Sunny,24.0,103.47,290.88,8.36,764,406.3,422.96,9,191,66
2023-04-11,42,1150,Beauty,East,0,1,Sunny,28.9,108.78,214.58,4.48,454,858.27,892.06,42,43,0
2023-04-12,26,1106,Beauty,North,0,0,Cloudy,26.4,111.81,188.23,10.51,752,282.08,261.3,5,203,38
2023-04-13,3,1040,Beauty,West,0,1,Rainy,36.2,90.17,198.15,11.85,727,919.76,991.09,41,159,54
2023-04-14,23,1035,Beauty,West,1,1,Cloudy,23.0,117.65,182.57,11.54,653,99.37,103.0,39,375,158
2023-04-15,21,1040,Furniture,North,1,0,Cloudy,32.2,118.34,279.75,9.6,413,589.25,541.38,12,268,60
2023-04-16,7,1028,Grocery,South,0,0,Rainy,17.9,101.33,293.48,6.74,536,114.66,117.14,23,157,30
2023-04-17,35,1088,Beauty,West,1,0,Rainy,20.4,112.23,238.68,10.41,374,850.5,854.55,18,165,31
2023-04-18,10,1160,Sports,North,0,0,Rainy,11.3,113.38,296.16,4.6,722,530.0,553.74,46,421,44
2023-04-19,48,1164,Furniture,North,0,1,Sunny,19.7,84.09,288.32,3.06,527,552.91,567.82,36,371,148
2023-04-20,1,1159,Furniture,West,0,0,Cloudy,31.5,98.67,262.11,7.03,115,755.54,798.78,21,217,40
2023-04-21,9,1177,Grocery,East,1,1,Rainy,36.8,113.9,264.47,3.57,308,1677.75,1663.18,50,211,68
2023-04-22,43,1188,Electronics,East,0,0,Cloudy,19.4,104.76,298.71,6.22,38,1713.28,1823.42,24,449,49
2023-04-23,26,1196,Beauty,South,1,0,Sunny,17.0,94.57,209.77,7.58,851,115.27,108.97,10,161,9
2023-04-24,27,1171,Toys,West,1,0,Rainy,38.2,83.59,240.96,11.85,657,1339.14,1223.01,30,355,74
2023-04-25,10,1145,Toys,West,1,0,Sunny,18.5,119.58,220.65,4.04,884,1281.44,1162.49,12,152,29
2023-04-26,37,1024,Furniture,North,0,0,Sunny,29.6,118.03,278.0,11.68,61,702.38,707.15,41,132,15
2023-04-27,42,1079,Beauty,East,0,1,Rainy,24.7,82.36,204.98,11.1,1000,707.46,716.5,44,500,190
2023-04-28,14,1097,Toys,South,1,0,Sunny,34.2,85.48,230.23,10.12,685,828.63,901.24,27,451,91
2023-04-29,19,1055,Sports,South,0,1,Rainy,11.8,108.97,248.4,6.33,302,1046.98,1022.94,35,110,24
2023-04-30,49,1064,Toys,South,0,0,Cloudy,34.2,85.92,261.82,5.51,813,191.55,190.56,7,208,31
2023-05-01,23,1181,Grocery,West,1,0,Sunny,31.2,111.74,293.5,10.07,126,717.23,660.17,44,425,86
2023-05-02,11,1111,Sports,South,1,0,Cloudy,27.6,81.58,202.82,8.55,399,759.71,719.08,1,428,67
2023-05-03,16,1162,Beauty,West,1,0,Rainy,27.9,84.02,207.03,9.04,503,1742.59,1700.36,28,174,22
2023-05-04,47,1126,Electronics,West,1,0,Sunny,21.0,88.34,273.08,3.61,49,1909.36,1760.23,4,417,92
2023-05-05,40,1021,Clothing,East,0,0,Cloudy,37.7,92.47,280.92,3.51,161,979.85,935.14,21,150,10
2023-05-06,24,1095,Toys,South,0,1,Sunny,37.0,87.33,255.6,7.23,301,202.5,186.52,43,285,103
2023-05-07,25,1042,Toys,West,0,0,Cloudy,25.1,91.43,203.09,4.04,189,1539.85,1613.58,40,242,21
2023-05-08,18,1179,Electronics,North,0,1,Cloudy,32.0,81.68,236.41,3.69,396,1403.41,1412.71,16,350,136
2023-05-09,30,1194,Clothing,East,0,0,Sunny,19.5,107.49,209.98,3.81,998,1358.15,1256.84,45,442,41
2023-05-10,12,1057,Grocery,West,0,1,Cloudy,19.2,107.44,260.58,10.86,920,1916.14,1917.54,13,175,72
2023-05-11,31,1109,Sports,East,1,0,Cloudy,37.0,86.05,218.3,9.55,506,1308.95,1381.1,10,347,57
2023-05-12,25,1074,Toys,East,0,1,Sunny,18.6,116.43,267.13,6.64,419,127.93,123.91,32,205,78
2023-05-13,23,1090,Toys,East,0,0,Sunny,37.9,98.87,262.09,5.27,782,1252.77,1215.04,35,191,21
2023-05-14,50,1027,Electronics,North,0,0,Cloudy,34.6,85.8,280.33,3.74,210,254.15,271.18,27,71,15
2023-05-15,49,1166,Furniture,West,0,1,Sunny,32.8,102.99,204.83,9.11,674,108.72,115.1,42,327,99
2023-05-16,14,1025,Grocery,West,1,0,Cloudy,25.0,80.07,186.63,7.0,840,1714.0,1842.46,34,300,47
2023-05-17,43,1168,Toys,West,0,0,Rainy,17.7,91.67,212.88,5.21,970,1627.04,1750.42,3,297,52
2023-05-18,22,1133,Sports,North,1,0,Cloudy,17.4,119.32,198.68,10.88,267,1552.66,1687.88,13,217,35
2023-05-19,18,1199,Furniture,East,1,1,Rainy,37.8,107.82,288.24,11.14,166,79.47,76.3,35,288,111
2023-05-20,14,1039,Clothing,West,0,1,Sunny,29.8,104.77,186.83,7.33,508,372.98,380.89,23,115,47
2023-05-21,14,1034,Electronics,West,1,0,Rainy,39.5,115.47,220.81,3.3,31,185.26,195.37,0,456,88
2023-05-22,24,1133,Toys,South,0,0,Rainy,13.8,92.5,218.5,8.55,923,173.46,173.95,21,278,34
2023-05-23,31,1130,Beauty,West,0,1,Sunny,39.9,89.31,227.51,7.31,730,838.31,830.87,0,366,150
2023-05-24,41,1049,Furniture,West,1,0,Cloudy,34.9,88.12,233.2,4.1,980,1171.32,1189.29,16,370,79
2023-05-25,26,1190,Clothing,North,0,0,Sunny,39.7,99.33,197.48,4.57,675,1251.6,1370.2,39,398,45
2023-05-26,35,1057,Clothing,North,1,0,Rainy,14.2,94.74,207.79,5.81,94,578.8,619.77,50,270,39
2023-05-27,29,1163,Clothing,East,1,0,Cloudy,26.1,95.16,270.9,3.05,614,1653.47,1792.86,33,488,86
2023-05-28,49,1050,Grocery,North,1,1,Rainy,18.8,101.07,284.12,7.28,383,1904.23,1848.98,8,437,190
2023-05-29,22,1182,Grocery,North,0,1,Rainy,14.2,92.84,288.13,9.83,217,149.03,151.29,50,258,111
2023-05-30,31,1105,Electronics,South,1,1,Sunny,38.6,118.45,209.99,10.95,136,1684.55,1630.22,32,415,164
2023-05-31,14,1162,Furniture,South,0,0,Cloudy,36.0,85.02,278.92,7.72,906,886.84,971.59,14,342,40
2023-06-01,44,1159,Toys,South,0,1,Sunny,32.1,107.44,193.7,11.93,769,1827.2,1646.82,2,372,153
2023-06-02,38,1076,Sports,West,0,0,Cloudy,30.1,106.94,257.0,6.11,886,1948.19,1786.2,7,473,69
2023-06-03,27,1115,Grocery,North,1,1,Rainy,34.0,101.93,226.69,4.84,406,628.15,670.59,3,479,208
2023-06-04,48,1117,Toys,North,0,1,Rainy,35.5,90.28,194.69,6.82,891,1741.62,1899.98,39,302,102
2023-06-05,39,1017,Furniture,South,1,0,Rainy,28.7,91.39,256.91,7.7,799,1616.75,1589.64,8,141,25
2023-06-06,16,1053,Toys,South,0,1,Rainy,15.4,81.88,208.16,4.26,859,1375.92,1414.94,3,398,150
2023-06-07,8,1186,Toys,East,0,0,Sunny,24.7,93.09,197.66,8.39,670,65.66,63.7,10,347,36
2023-06-08,2,1094,Furniture,North,0,0,Cloudy,14.7,89.68,267.14,11.46,230,155.34,155.49,48,139,3
2023-06-09,42,1105,Beauty,East,0,1,Cloudy,22.1,85.86,289.69,8.82,520,1239.47,1248.25,42,82,17
2023-06-10,45,1043,Grocery,South,0,1,Sunny,34.8,82.06,265.56,8.41,715,1520.81,1481.82,15,477,173
2023-06-11,19,1006,Beauty,South,0,1,Sunny,39.8,119.73,276.73,10.27,76,363.04,387.95,4,258,76
2023-06-12,32,1140,Electronics,South,0,0,Sunny,16.6,117.5,210.79,8.95,796,1479.95,1530.06,5,402,47
2023-06-13,8,1100,Grocery,North,1,0,Rainy,22.5,106.06,220.63,10.48,509,877.03,801.18,16,471,91
2023-06-14,8,1105,Grocery,East,0,0,Sunny,18.5,83.3,182.74,8.86,144,1711.88,1840.47,2,402,84
2023-06-15,21,1087,Toys,South,0,0,Cloudy,27.2,110.26,263.1,10.08,279,750.72,732.0,38,177,14
2023-06-16,27,1086,Grocery,West,0,0,Sunny,32.4,106.74,252.97,7.66,260,1617.71,1515.16,14,106,12
2023-06-17,46,1098,Furniture,West,0,1,Sunny,36.0,119.44,222.49,9.97,528,167.02,156.74,45,182,40
2023-06-18,33,1137,Beauty,North,0,0,Rainy,21.2,110.4,222.01,4.21,592,1173.64,1114.89,0,468,70
2023-06-19,14,1004,Beauty,North,1,0,Cloudy,25.7,81.07,272.41,9.79,90,252.01,277.15,4,358,59
2023-06-20,9,1099,Electronics,North,0,1,Cloudy,13.6,108.29,196.42,8.14,953,810.27,772.59,26,460,173
2023-06-21,33,1007,Grocery,East,0,0,Rainy,34.0,108.87,297.22,9.26,331,1110.41,1080.75,28,179,7
2023-06-22,37,1008,Toys,East,1,1,Rainy,12.5,97.7,218.37,6.69,554,1171.74,1142.75,15,98,44
2023-06-23,26,1151,Furniture,South,0,0,Rainy,37.6,103.81,230.46,8.28,221,1421.48,1462.78,10,218,36
2023-06-24,13,1065,Grocery,North,0,1,Sunny,10.6,91.31,196.2,3.18,845,1825.7,1696.19,28,412,157
2023-06-25,5,1169,Toys,West,0,0,Cloudy,28.8,91.39,237.27,6.08,186,716.13,780.38,37,335,43
2023-06-26,39,1180,Sports,West,1,0,Cloudy,11.8,84.13,226.53,7.01,200,1685.86,1551.74,34,416,74
2023-06-27,35,1065,Electronics,West,0,1,Sunny,12.5,80.82,291.74,9.13,383,1274.06,1325.13,17,221,73
2023-06-28,40,1194,Toys,West,1,1,Cloudy,26.5,103.79,187.29,11.86,752,1401.27,1341.52,9,475,198
2023-06-29,41,1127,Electronics,East,1,1,Rainy,36.3,112.35,198.8,10.98,921,141.49,136.43,14,232,79
2023-06-30,50,1141,Beauty,North,1,1,Sunny,19.4,108.58,293.59,10.58,200,112.01,112.89,31,231,90
2023-07-01,37,1069,Sports,East,0,0,Rainy,16.6,80.08,253.88,4.35,525,1463.86,1553.14,12,478,69
2023-07-02,25,1103,Grocery,North,1,0,Rainy,13.8,118.3,213.42,11.38,865,1155.1,1260.2,27,260,43
2023-07-03,5,1111,Grocery,South,0,1,Sunny,23.1,93.89,276.9,5.99,667,916.02,886.5,28,228,84
2023-07-04,43,1132,Electronics,North,0,0,Sunny,36.1,96.78,218.48,5.85,978,525.46,551.69,16,30,0
2023-07-05,13,1161,Toys,South,1,0,Cloudy,23.5,80.39,258.41,6.25,754,468.48,454.61,41,436,76
2023-07-06,12,1074,Grocery,South,1,1,Cloudy,37.1,85.18,262.59,7.9,32,239.11,237.75,2,223,103
