Date,Store_ID,Product_ID,Category,Region,Holiday,Promotion,Weather,Temperature,Fuel_Price,CPI,Unemployment,Inventory,Price,Competitor_Price,Discount,Customers,Sales,Year,Month,Day,Week,Quarter,Day_Name,Month_Name,Weekend,Season,Inventory_Per_Customer,Price_Difference,Discount_Amount,Final_Price,Sales_Per_Customer,Promotion_Impact
2023-09-25,20,1086,6,1,0,0,2,21.6,117.15,292.84,8.18,89,1322.38,1422.68,18,229,19,2023,9,25,39,3,1,11,0,0,0.3869565217391304,-100.29999999999995,238.02840000000003,1084.3516,0.08260869565217391,0
2023-09-26,36,1189,2,3,0,1,1,21.9,85.79,260.72,7.44,338,970.29,1066.92,31,112,40,2023,9,26,39,3,5,11,0,0,2.9911504424778763,-96.63000000000011,300.7899,669.5001,0.35398230088495575,31
2023-09-27,28,1139,6,3,1,0,1,33.2,93.54,298.56,4.79,447,809.47,824.88,31,382,85,2023,9,27,39,3,6,11,0,0,1.1671018276762402,-15.409999999999968,250.9357,558.5343,0.22193211488250653,0
2023-09-28,4,1114,4,0,0,0,0,37.1,80.65,270.85,8.52,923,448.27,439.07,38,278,43,2023,9,28,39,3,4,11,0,0,3.3082437275985663,9.199999999999989,170.34259999999998,277.92740000000003,0.15412186379928317,0
2023-09-29,13,1185,3,0,0,1,2,30.4,116.87,219.54,6.66,43,1926.43,1820.17,22,435,182,2023,9,29,39,3,0,11,0,0,0.09862385321100918,106.25999999999999,423.8146,1502.6154000000001,0.41743119266055045,22
2023-09-30,11,1102,3,0,1,1,2,28.6,117.66,270.82,9.33,973,64.64,61.32,2,429,194,2023,9,30,39,3,2,11,1,0,2.2627906976744185,3.3200000000000003,1.2928,63.3472,0.4511627906976744,2
2023-10-01,2,1069,5,3,0,1,2,10.1,80.92,287.86,9.47,369,56.38,57.78,50,305,111,2023,10,1,39,4,3,10,1,0,1.2058823529411764,-1.3999999999999986,28.19,28.19,0.3627450980392157,50
2023-10-02,48,1121,4,3,1,1,2,23.5,96.71,234.67,10.2,888,68.45,69.46,48,394,167,2023,10,2,40,4,1,10,0,0,2.248101265822785,-1.009999999999991,32.856,35.594,0.42278481012658226,48
2023-10-03,17,1021,1,3,0,0,0,24.9,87.4,275.4,11.94,172,1317.63,1328.39,6,339,41,2023,10,3,40,4,5,10,0,0,0.5058823529411764,-10.759999999999991,79.0578,1238.5722,0.12058823529411765,0
2023-10-04,38,1182,1,3,1,1,1,12.7,101.31,230.8,10.41,407,461.94,484.49,50,222,91,2023,10,4,40,4,6,10,0,0,1.8251121076233183,-22.55000000000001,230.97,230.97,0.4080717488789238,50
2023-10-06,33,1003,5,2,0,0,1,15.8,106.49,265.84,8.97,175,731.25,663.92,41,84,2,2023,10,6,40,4,0,10,0,0,2.0588235294117645,67.33000000000004,299.8125,431.4375,0.023529411764705882,0
2023-10-07,45,1133,6,1,1,0,0,22.4,107.8,185.45,7.3,197,1776.1,1682.5,24,273,34,2023,10,7,40,4,2,10,1,0,0.718978102189781,93.59999999999991,426.26399999999995,1349.836,0.12408759124087591,0
2023-10-08,43,1001,6,3,1,0,1,12.1,82.69,194.14,4.36,144,945.69,950.92,42,389,72,2023,10,8,40,4,3,10,1,0,0.36923076923076925,-5.2299999999999045,397.18980000000005,548.5002,0.18461538461538463,0
2023-10-09,44,1184,5,1,1,0,1,22.7,96.1,240.96,5.42,928,322.92,347.43,14,491,79,2023,10,9,41,4,1,10,0,0,1.886178861788618,-24.50999999999999,45.208800000000004,277.7112,0.16056910569105692,0
2023-10-10,34,1074,1,0,1,0,2,23.8,109.19,294.98,5.72,764,767.62,805.18,4,368,76,2023,10,10,41,4,5,10,0,0,2.0704607046070462,-37.559999999999945,30.7048,736.9152,0.20596205962059622,0
2023-10-11,50,1003,1,0,1,0,1,38.0,95.45,194.6,6.01,93,1390.42,1429.81,34,471,83,2023,10,11,41,4,6,10,0,0,0.19703389830508475,-39.38999999999987,472.7428,917.6772000000001,0.17584745762711865,0
2023-10-12,49,1056,2,2,0,0,0,25.8,107.99,276.34,10.27,328,1660.35,1528.83,23,221,27,2023,10,12,41,4,4,10,0,0,1.4774774774774775,131.51999999999998,381.8805,1278.4695,0.12162162162162163,0
2023-10-14,28,1074,2,1,1,1,1,20.4,108.93,196.12,10.89,513,1573.8,1460.53,16,426,193,2023,10,14,41,4,2,10,1,0,1.2014051522248244,113.26999999999998,251.808,1321.992,0.4519906323185012,16
2023-10-15,35,1020,2,3,1,1,0,24.3,106.83,242.97,5.22,178,665.42,678.87,31,173,78,2023,10,15,41,4,3,10,1,0,1.0229885057471264,-13.450000000000045,206.2802,459.1397999999999,0.4482758620689655,31
2023-10-16,45,1142,1,1,0,0,1,20.6,103.14,203.79,5.3,826,1126.49,1189.43,13,300,29,2023,10,16,42,4,1,10,0,0,2.744186046511628,-62.940000000000055,146.4437,980.0463,0.09634551495016612,0
2023-10-17,8,1102,6,0,1,1,1,23.0,115.46,253.59,9.77,788,1227.5,1305.32,19,351,149,2023,10,17,42,4,5,10,0,0,2.2386363636363638,-77.81999999999994,233.225,994.275,0.42329545454545453,19
2023-10-18,30,1105,6,1,1,0,1,24.1,102.82,222.77,8.69,214,231.3,242.67,26,116,2,2023,10,18,42,4,6,10,0,0,1.829059829059829,-11.369999999999976,60.138000000000005,171.162,0.017094017094017096,0
2023-10-19,10,1027,4,3,0,1,2,28.5,112.84,250.81,11.42,496,1273.76,1193.06,31,89,33,2023,10,19,42,4,4,10,0,0,5.511111111111111,80.70000000000005,394.8656,878.8944,0.36666666666666664,31
2023-10-20,20,1091,1,3,1,1,1,12.0,104.97,243.42,10.73,710,444.44,419.77,48,474,208,2023,10,20,42,4,0,10,0,0,1.4947368421052631,24.670000000000016,213.3312,231.1088,0.4378947368421053,48
2023-10-21,28,1008,2,0,1,1,2,20.9,107.4,249.34,9.18,527,1333.71,1220.4,16,494,207,2023,10,21,42,4,2,10,1,0,1.0646464646464646,113.30999999999995,213.3936,1120.3164000000002,0.41818181818181815,16
2023-10-22,41,1070,1,0,1,0,1,11.2,104.53,282.9,7.08,336,214.25,214.6,6,444,104,2023,10,22,42,4,3,10,1,0,0.755056179775281,-0.3499999999999943,12.855,201.395,0.23370786516853934,0
2023-10-23,17,1008,1,2,1,0,0,16.6,86.97,299.3,6.65,736,997.11,1036.15,3,186,22,2023,10,23,43,4,1,10,0,0,3.935828877005348,-39.04000000000008,29.9133,967.1967,0.11764705882352941,0
2023-10-24,30,1047,2,3,1,1,0,16.6,106.3,191.07,6.62,98,963.95,1023.95,36,309,130,2023,10,24,43,4,5,10,0,0,0.3161290322580645,-60.0,347.02200000000005,616.928,0.41935483870967744,36
2023-10-25,18,1089,5,2,0,1,0,38.5,111.81,242.07,3.1,341,1582.78,1696.19,3,48,33,2023,10,25,43,4,6,10,0,0,6.959183673469388,-113.41000000000008,47.4834,1535.2966,0.673469387755102,3
2023-10-26,46,1107,0,3,0,0,0,14.2,102.5,258.34,3.22,373,1485.9,1529.73,14,490,63,2023,10,26,43,4,4,10,0,0,0.7596741344195519,-43.82999999999993,208.026,1277.874,0.12830957230142567,0
2023-10-27,50,1149,3,3,0,0,1,12.6,106.41,269.59,8.02,200,1854.9,1976.46,26,145,18,2023,10,27,43,4,0,10,0,0,1.36986301369863,-121.55999999999995,482.274,1372.6260000000002,0.1232876712328767,0
2023-10-28,8,1006,5,3,1,0,1,38.7,91.99,232.8,9.93,278,1101.03,1177.81,33,389,68,2023,10,28,43,4,2,10,1,0,0.7128205128205128,-76.77999999999997,363.3399,737.6901,0.17435897435897435,0
2023-10-29,27,1130,4,1,1,0,2,35.2,83.67,299.91,7.37,135,1524.75,1602.75,18,367,64,2023,10,29,43,4,3,10,1,0,0.36684782608695654,-78.0,274.455,1250.295,0.17391304347826086,0
2023-10-30,11,1174,3,0,0,1,0,30.4,98.82,212.4,7.15,533,1573.71,1502.2,44,215,71,2023,10,30,44,4,1,10,0,0,2.4675925925925926,71.50999999999999,692.4324,881.2776,0.3287037037037037,44
2023-10-31,22,1140,2,0,0,0,1,36.5,97.65,224.86,11.08,289,1122.31,1134.71,29,193,23,2023,10,31,44,4,5,10,0,0,1.4896907216494846,-12.400000000000091,325.4699,796.8400999999999,0.11855670103092783,0
2023-11-02,3,1141,4,2,0,1,2,16.4,90.27,263.79,7.12,673,1282.38,1357.4,15,128,38,2023,11,2,44,4,4,9,0,0,5.217054263565892,-75.01999999999998,192.357,1090.0230000000001,0.29457364341085274,15
2023-11-03,25,1114,0,2,1,1,1,18.2,81.29,245.29,7.39,904,1073.64,1011.26,43,430,193,2023,11,3,44,4,0,9,0,0,2.097447795823666,62.38000000000011,461.6652,611.9748000000001,0.44779582366589327,43
2023-11-06,12,1149,0,0,0,1,1,11.2,85.6,231.89,3.8,74,1454.25,1384.22,27,421,158,2023,11,6,45,4,1,9,0,0,0.17535545023696683,70.02999999999997,392.6475,1061.6025,0.3744075829383886,27
2023-11-07,15,1100,5,2,0,0,2,36.6,93.78,215.9,3.64,94,549.13,558.62,5,395,60,2023,11,7,45,4,5,9,0,0,0.23737373737373738,-9.490000000000009,27.456500000000002,521.6735,0.15151515151515152,0
2023-11-08,42,1163,3,3,0,0,0,27.7,109.19,280.33,8.89,914,549.1,557.24,9,350,55,2023,11,8,45,4,6,9,0,0,2.6039886039886038,-8.139999999999986,49.419000000000004,499.68100000000004,0.15669515669515668,0
2023-11-09,27,1188,5,0,0,0,0,19.9,117.63,240.47,10.56,26,403.22,380.04,20,343,46,2023,11,9,45,4,4,9,0,0,0.0755813953488372,23.180000000000007,80.644,322.576,0.13372093023255813,0
2023-11-10,43,1180,5,1,1,0,2,19.3,104.46,187.41,4.01,757,1634.82,1568.62,14,186,27,2023,11,10,45,4,0,9,0,0,4.048128342245989,66.20000000000005,228.8748,1405.9451999999999,0.1443850267379679,0
2023-11-11,47,1185,6,3,0,0,0,25.6,96.39,236.5,7.34,213,1063.4,979.05,44,193,0,2023,11,11,45,4,2,9,1,0,1.097938144329897,84.35000000000014,467.8960000000001,595.504,0.0,0
2023-11-12,27,1050,4,0,1,1,0,10.2,94.38,231.85,6.6,452,1037.85,1090.28,16,340,141,2023,11,12,45,4,3,9,1,0,1.3255131964809383,-52.430000000000064,166.05599999999998,871.7939999999999,0.41348973607038125,16
2023-11-13,1,1154,6,0,0,0,1,31.1,87.28,281.62,6.93,970,340.57,319.17,46,366,37,2023,11,13,46,4,1,9,0,0,2.6430517711171664,21.399999999999977,156.66219999999998,183.9078,0.1008174386920981,0
2023-11-14,31,1028,6,0,1,1,2,29.7,87.58,234.31,5.19,694,915.8,957.2,40,358,166,2023,11,14,46,4,5,9,0,0,1.9331476323119776,-41.40000000000009,366.32,549.48,0.4623955431754875,40
2023-11-15,46,1099,3,0,0,0,2,29.0,108.79,265.7,7.18,704,1751.44,1725.7,24,319,27,2023,11,15,46,4,6,9,0,0,2.2,25.74000000000001,420.3456,1331.0944,0.084375,0
2023-11-16,13,1089,6,3,0,1,2,14.4,116.11,289.36,3.48,277,1358.66,1326.76,44,99,16,2023,11,16,46,4,4,9,0,0,2.77,31.90000000000009,597.8104,760.8496000000001,0.16,44
2023-11-17,2,1197,5,0,1,0,2,30.6,110.46,195.0,3.53,672,1977.29,1983.51,4,432,79,2023,11,17,46,4,0,9,0,0,1.5519630484988454,-6.220000000000027,79.0916,1898.1984,0.18244803695150116,0
2023-11-19,30,1178,0,3,1,0,2,34.4,98.23,181.07,6.69,474,1663.91,1780.69,4,281,49,2023,11,19,46,4,3,9,1,0,1.6808510638297873,-116.77999999999997,66.5564,1597.3536000000001,0.17375886524822695,0
2023-11-20,46,1161,2,3,0,1,0,38.6,90.86,284.41,11.26,920,1825.73,1731.3,13,243,90,2023,11,20,47,4,1,9,0,0,3.7704918032786887,94.43000000000006,237.34490000000002,1588.3851,0.36885245901639346,13
2023-11-21,6,1141,0,1,0,1,1,36.9,115.77,266.71,6.27,186,957.47,967.04,35,77,13,2023,11,21,47,4,5,9,0,0,2.3846153846153846,-9.569999999999936,335.1145,622.3555,0.16666666666666666,35
2023-11-22,17,1173,2,0,1,1,2,34.2,106.98,241.12,4.42,853,1536.35,1400.52,38,168,54,2023,11,22,47,4,6,9,0,0,5.047337278106509,135.82999999999993,583.813,952.5369999999999,0.31952662721893493,38
2023-11-23,27,1018,6,3,1,1,2,36.4,96.28,271.85,3.65,146,562.42,553.42,16,472,200,2023,11,23,47,4,4,9,0,0,0.3086680761099366,9.0,89.98719999999999,472.4328,0.42283298097251587,16
2023-11-24,6,1039,6,2,1,0,2,14.4,81.18,268.46,4.51,478,1221.82,1224.42,50,446,63,2023,11,24,47,4,0,9,0,0,1.0693512304250559,-2.6000000000001364,610.91,610.91,0.14093959731543623,0
2023-11-25,5,1055,0,0,1,0,0,34.8,117.55,232.08,11.17,571,1466.33,1443.45,30,196,39,2023,11,25,47,4,2,9,1,0,2.8984771573604062,22.87999999999988,439.89899999999994,1026.431,0.19796954314720813,0
2023-11-27,35,1061,6,3,1,0,1,36.7,80.56,290.9,4.73,865,782.83,859.89,2,483,104,2023,11,27,48,4,1,9,0,0,1.787190082644628,-77.05999999999995,15.656600000000001,767.1734,0.21487603305785125,0
2023-11-28,32,1029,1,1,0,0,1,11.6,86.37,279.93,5.67,537,1243.58,1178.08,2,176,32,2023,11,28,48,4,5,9,0,0,3.0338983050847457,65.5,24.871599999999997,1218.7084,0.1807909604519774,0
2023-11-30,18,1182,6,2,1,1,1,27.8,116.15,234.21,4.67,194,955.36,1028.76,3,62,27,2023,11,30,48,4,4,9,0,0,3.0793650793650795,-73.39999999999998,28.6608,926.6992,0.42857142857142855,3
2023-12-02,30,1008,6,3,0,1,1,11.6,112.26,193.18,3.45,841,1376.95,1360.27,4,131,46,2023,12,2,48,4,2,2,1,3,6.371212121212121,16.680000000000064,55.078,1321.872,0.3484848484848485,4
2023-12-03,21,1042,1,2,0,1,0,36.5,93.18,276.36,9.39,285,663.58,636.7,40,344,129,2023,12,3,48,4,3,2,1,3,0.8260869565217391,26.879999999999995,265.432,398.148,0.3739130434782609,40
2023-12-04,18,1070,5,3,1,0,0,35.1,102.19,255.6,8.24,781,309.21,280.37,18,474,79,2023,12,4,49,4,1,2,0,3,1.6442105263157896,28.839999999999975,55.657799999999995,253.55219999999997,0.16631578947368422,0
2023-12-05,34,1038,6,2,0,1,0,39.7,111.83,224.06,8.15,916,1365.26,1332.81,26,361,132,2023,12,5,49,4,5,2,0,3,2.5303867403314917,32.450000000000045,354.9676,1010.2924,0.36464088397790057,26
2023-12-06,2,1031,0,1,1,1,1,25.8,117.64,222.46,3.73,955,106.79,103.03,23,302,137,2023,12,6,49,4,6,2,0,3,3.1518151815181517,3.760000000000005,24.561700000000002,82.2283,0.4521452145214521,23
2023-12-07,7,1140,5,1,0,1,1,29.6,94.22,281.85,11.99,515,986.1,1044.73,40,73,21,2023,12,7,49,4,4,2,0,3,6.95945945945946,-58.629999999999995,394.44,591.6600000000001,0.28378378378378377,40
2023-12-08,3,1138,0,0,0,0,2,37.1,97.0,209.48,8.48,936,506.24,509.24,49,457,63,2023,12,8,49,4,0,2,0,3,2.0436681222707422,-3.0,248.0576,258.18240000000003,0.13755458515283842,0
2023-12-09,16,1109,6,1,0,1,0,25.8,86.76,285.08,8.19,850,797.64,824.73,44,358,131,2023,12,9,49,4,2,2,1,3,2.367688022284123,-27.090000000000032,350.9616,446.6784,0.3649025069637883,44
2023-12-10,28,1085,2,3,0,0,1,34.8,87.36,219.2,5.97,931,1348.6,1219.24,13,189,3,2023,12,10,49,4,3,2,1,3,4.9,129.3599999999999,175.31799999999998,1173.282,0.015789473684210527,0
2023-12-11,33,1116,2,3,0,0,2,11.6,109.08,292.63,11.47,393,77.69,83.69,47,298,18,2023,12,11,50,4,1,2,0,3,1.31438127090301,-6.0,36.5143,41.1757,0.06020066889632107,0
2023-12-12,1,1015,5,0,0,1,2,16.7,94.21,259.66,10.92,226,1310.2,1246.7,10,371,149,2023,12,12,50,4,5,2,0,3,0.6075268817204301,63.5,131.02,1179.18,0.40053763440860213,10
2023-12-13,50,1054,4,1,0,1,2,33.9,85.64,241.84,8.73,227,529.99,478.75,25,342,134,2023,12,13,50,4,6,2,0,3,0.6618075801749271,51.24000000000001,132.4975,397.4925,0.39067055393586003,25
2023-12-14,32,1109,5,1,1,1,0,17.9,99.86,258.54,5.07,639,1284.12,1287.59,7,449,202,2023,12,14,50,4,4,2,0,3,1.42,-3.4700000000000273,89.8884,1194.2315999999998,0.4488888888888889,7
2023-12-15,2,1190,3,1,1,1,1,24.4,92.2,204.73,11.35,317,1293.97,1214.05,15,199,80,2023,12,15,50,4,0,2,0,3,1.585,79.92000000000007,194.0955,1099.8745000000001,0.4,15
2023-12-16,20,1057,3,1,0,0,0,32.8,107.34,203.9,9.67,428,1741.73,1638.83,13,266,26,2023,12,16,50,4,2,2,1,3,1.6029962546816479,102.90000000000009,226.4249,1515.3051,0.09737827715355805,0
2023-12-17,46,1084,2,3,0,1,2,16.6,118.29,291.52,3.88,984,1584.2,1461.47,15,429,181,2023,12,17,50,4,3,2,1,3,2.2883720930232556,122.73000000000002,237.63,1346.5700000000002,0.42093023255813955,15
2023-12-18,31,1143,0,0,1,1,0,38.6,96.5,284.39,6.16,884,520.2,493.67,42,352,144,2023,12,18,51,4,1,2,0,3,2.5042492917847023,26.53000000000003,218.484,301.716,0.40793201133144474,42
2023-12-19,9,1111,0,1,0,1,2,15.6,85.14,286.69,8.48,985,1757.04,1628.76,33,257,99,2023,12,19,51,4,5,2,0,3,3.817829457364341,128.27999999999997,579.8232,1177.2168,0.38372093023255816,33
2023-12-20,20,1191,2,1,1,1,2,35.4,82.79,273.47,8.12,639,1279.25,1331.15,0,314,142,2023,12,20,51,4,6,2,0,3,2.0285714285714285,-51.90000000000009,0.0,1279.25,0.4507936507936508,0
2023-12-21,50,1148,3,0,1,1,0,27.0,94.33,225.58,11.08,383,1232.41,1275.38,33,357,166,2023,12,21,51,4,4,2,0,3,1.0698324022346368,-42.97000000000003,406.6953000000001,825.7147,0.46368715083798884,33
2023-12-22,5,1054,2,2,0,0,0,18.8,86.95,200.0,4.91,319,1486.03,1402.09,5,414,70,2023,12,22,51,4,0,2,0,3,0.7686746987951807,83.94000000000005,74.30149999999999,1411.7285,0.1686746987951807,0
2023-12-23,16,1059,0,1,0,0,1,32.0,86.62,219.7,3.01,49,1516.51,1545.7,43,20,0,2023,12,23,51,4,2,2,1,3,2.3333333333333335,-29.190000000000055,652.0993,864.4107,0.0,0
2023-12-24,32,1165,4,1,0,0,1,20.7,82.01,280.61,4.55,385,816.04,769.02,32,241,16,2023,12,24,51,4,3,2,1,3,1.5909090909090908,47.01999999999998,261.1328,554.9072,0.06611570247933884,0
2023-12-25,1,1112,5,2,0,0,1,17.3,99.19,216.2,7.44,271,63.64,60.18,22,335,22,2023,12,25,52,4,1,2,0,3,0.8065476190476191,3.460000000000001,14.0008,49.6392,0.06547619047619048,0
2023-12-26,27,1061,2,1,1,1,2,37.9,105.38,219.04,7.12,270,1234.08,1333.79,31,414,188,2023,12,26,52,4,5,2,0,3,0.6506024096385542,-99.71000000000004,382.56479999999993,851.5152,0.4530120481927711,31
2023-12-27,17,1141,6,1,0,0,1,14.4,80.31,296.65,6.26,422,1251.12,1203.6,50,178,11,2023,12,27,52,4,6,2,0,3,2.357541899441341,47.51999999999998,625.56,625.56,0.061452513966480445,0
2023-12-28,2,1027,4,3,1,0,0,21.0,108.41,204.26,11.28,125,1053.15,1071.3,48,115,27,2023,12,28,52,4,4,2,0,3,1.0775862068965518,-18.149999999999864,505.51200000000006,547.638,0.23275862068965517,0
2023-12-29,35,1073,2,0,1,0,0,10.2,106.35,273.35,4.34,175,1530.77,1392.65,18,348,70,2023,12,29,52,4,0,2,0,3,0.501432664756447,138.1199999999999,275.53860000000003,1255.2314,0.20057306590257878,0
2023-12-30,36,1180,1,1,1,1,0,35.7,90.47,290.18,10.45,212,1746.2,1618.88,7,285,130,2023,12,30,52,4,2,2,1,3,0.7412587412587412,127.31999999999994,122.234,1623.9660000000001,0.45454545454545453,7
2023-12-31,30,1004,4,0,0,1,2,33.7,106.7,223.53,5.39,158,1480.78,1353.17,36,296,100,2023,12,31,52,4,3,2,1,3,0.531986531986532,127.6099999999999,533.0808000000001,947.6991999999999,0.3367003367003367,36
2024-01-01,36,1018,4,0,1,0,0,31.4,95.36,197.56,5.43,314,893.83,837.27,27,190,9,2024,1,1,1,1,1,4,0,3,1.643979057591623,56.56000000000006,241.3341,652.4959,0.04712041884816754,0
2024-01-02,24,1106,2,0,1,1,2,34.6,115.71,220.56,6.1,106,1953.05,1809.34,17,372,151,2024,1,2,1,1,5,4,0,3,0.28418230563002683,143.71000000000004,332.01849999999996,1621.0315,0.40482573726541554,17
2024-01-03,39,1175,4,3,0,1,0,28.0,116.97,290.38,6.4,480,486.23,459.64,3,234,89,2024,1,3,1,1,6,4,0,3,2.0425531914893615,26.590000000000032,14.5869,471.6431,0.37872340425531914,3
2024-01-04,46,1129,1,0,1,0,1,31.7,99.57,180.57,9.66,720,355.91,322.45,40,279,30,2024,1,4,1,1,4,4,0,3,2.5714285714285716,33.460000000000036,142.364,213.54600000000002,0.10714285714285714,0
2024-01-05,2,1186,3,1,0,0,1,38.3,100.35,286.9,4.3,219,332.62,323.1,48,280,31,2024,1,5,1,1,0,4,0,3,0.7793594306049823,9.519999999999982,159.6576,172.9624,0.1103202846975089,0
2024-01-07,12,1037,6,3,0,1,0,12.5,111.46,201.74,9.58,505,1438.21,1507.77,39,180,89,2024,1,7,1,1,3,4,1,3,2.7900552486187844,-69.55999999999995,560.9019000000001,877.3081,0.49171270718232046,39
2024-01-08,10,1177,2,3,1,1,0,35.5,88.48,287.16,8.22,514,680.07,709.91,26,382,158,2024,1,8,2,1,1,4,0,3,1.3420365535248042,-29.839999999999918,176.8182,503.25180000000006,0.412532637075718,26
2024-01-09,36,1102,4,3,1,1,1,27.7,97.79,193.18,10.33,102,1551.57,1588.93,30,375,165,2024,1,9,2,1,5,4,0,3,0.2712765957446808,-37.36000000000013,465.471,1086.099,0.43882978723404253,30
2024-01-10,9,1073,5,1,1,0,1,16.0,99.13,244.47,7.1,993,917.38,955.64,49,416,62,2024,1,10,2,1,6,4,0,3,2.381294964028777,-38.25999999999999,449.5162,467.86379999999997,0.1486810551558753,0
2024-01-11,25,1192,6,1,0,1,2,20.1,106.3,253.86,6.59,68,992.13,970.66,2,377,152,2024,1,11,2,1,4,4,0,3,0.17989417989417988,21.470000000000027,19.8426,972.2874,0.4021164021164021,2
2024-01-12,41,1046,5,2,0,1,1,28.9,103.49,286.59,9.39,438,404.15,431.99,5,348,138,2024,1,12,2,1,0,4,0,3,1.2550143266475644,-27.840000000000032,20.2075,383.9425,0.3954154727793696,5
2024-01-13,18,1088,6,1,0,0,0,34.6,91.42,261.98,5.43,103,1632.56,1639.29,21,455,79,2024,1,13,2,1,2,4,1,3,0.22587719298245615,-6.730000000000018,342.8376,1289.7223999999999,0.17324561403508773,0
2024-01-14,17,1199,1,1,1,0,1,16.5,117.34,221.44,3.51,967,1467.48,1598.65,38,480,85,2024,1,14,2,1,3,4,1,3,2.0103950103950106,-131.17000000000007,557.6424,909.8376000000001,0.17671517671517672,0
2024-01-15,3,1090,2,1,0,1,0,33.3,94.39,216.41,12.0,819,1587.27,1670.37,45,298,100,2024,1,15,3,1,1,4,0,3,2.739130434782609,-83.09999999999991,714.2715,872.9985,0.33444816053511706,45
2024-01-16,13,1073,6,0,0,0,1,34.9,118.89,297.25,6.98,449,71.1,70.85,46,352,51,2024,1,16,3,1,5,4,0,3,1.271954674220963,0.25,32.705999999999996,38.394,0.14447592067988668,0
2024-01-17,31,1102,1,2,0,1,0,13.2,115.36,257.17,5.11,911,306.79,286.74,14,164,67,2024,1,17,3,1,6,4,0,3,5.5212121212121215,20.05000000000001,42.9506,263.8394,0.40606060606060607,14
2024-01-19,8,1124,4,1,1,0,2,23.3,81.38,287.93,5.44,113,735.14,678.85,48,426,80,2024,1,19,3,1,0,4,0,3,0.2646370023419204,56.289999999999964,352.8672,382.27279999999996,0.1873536299765808,0
2024-01-20,39,1194,6,3,0,1,0,34.4,108.84,221.4,8.87,431,1405.47,1290.36,26,143,38,2024,1,20,3,1,2,4,1,3,2.9930555555555554,115.11000000000013,365.42220000000003,1040.0478,0.2638888888888889,26
2024-01-21,26,1070,5,3,1,0,1,32.8,95.03,226.46,9.89,444,1864.65,1737.86,22,136,26,2024,1,21,3,1,3,4,1,3,3.240875912408759,126.79000000000019,410.223,1454.4270000000001,0.1897810218978102,0
2024-01-22,25,1194,5,3,1,0,0,28.9,82.69,299.78,11.67,98,1630.28,1491.28,44,123,20,2024,1,22,4,1,1,4,0,3,0.7903225806451613,139.0,717.3231999999999,912.9568,0.16129032258064516,0
2024-01-23,23,1198,1,2,0,0,2,38.5,83.69,196.96,11.38,783,151.42,158.1,18,183,16,2024,1,23,4,1,5,4,0,3,4.255434782608695,-6.680000000000007,27.2556,124.16439999999999,0.08695652173913043,0
2024-01-24,20,1123,6,2,0,1,0,24.2,108.54,182.17,3.36,234,490.11,487.63,38,79,0,2024,1,24,4,1,6,4,0,3,2.925,2.480000000000018,186.2418,303.8682,0.0,38
2024-01-25,22,1184,2,2,1,1,1,11.6,97.15,213.91,3.05,234,1531.32,1593.17,20,266,128,2024,1,25,4,1,4,4,0,3,0.8764044943820225,-61.850000000000136,306.26399999999995,1225.056,0.4794007490636704,20
2024-01-26,29,1109,0,1,1,0,1,27.6,86.14,182.66,6.1,178,1138.0,1073.11,31,163,35,2024,1,26,4,1,0,4,0,3,1.0853658536585367,64.8900000000001,352.78,785.22,0.21341463414634146,0
2024-01-27,43,1087,2,3,1,1,1,18.7,82.99,298.15,7.74,578,1685.71,1623.67,41,112,41,2024,1,27,4,1,2,4,1,3,5.115044247787611,62.039999999999964,691.1411,994.5689,0.36283185840707965,41
2024-01-28,47,1063,0,0,1,0,1,16.8,88.22,244.24,3.53,888,797.5,733.72,30,336,47,2024,1,28,4,1,3,4,1,3,2.635014836795252,63.77999999999997,239.25,558.25,0.1394658753709199,0
2024-01-29,19,1195,4,1,0,0,1,16.5,80.11,293.18,8.69,854,1545.03,1399.16,50,226,11,2024,1,29,5,1,1,4,0,3,3.762114537444934,145.8699999999999,772.515,772.515,0.048458149779735685,0
2024-01-30,8,1066,2,0,1,1,2,35.9,97.35,187.13,11.46,267,1988.89,1879.65,9,429,200,2024,1,30,5,1,5,4,0,3,0.6209302325581395,109.24000000000001,179.00010000000003,1809.8899000000001,0.46511627906976744,9
2024-01-31,4,1012,6,1,0,1,0,31.6,104.07,194.04,6.44,377,1766.7,1792.83,32,450,178,2024,1,31,5,1,6,4,0,3,0.835920177383592,-26.12999999999988,565.344,1201.356,0.3946784922394678,32
2024-02-01,39,1072,3,2,0,1,1,37.1,104.08,255.46,6.79,135,77.25,76.13,14,478,188,2024,2,1,5,1,4,3,0,3,0.2818371607515658,1.1200000000000045,10.815,66.435,0.3924843423799583,14
2024-02-02,50,1196,4,2,0,0,2,21.2,98.33,219.1,7.47,159,956.92,868.34,39,87,17,2024,2,2,5,1,0,3,0,3,1.8068181818181819,88.57999999999993,373.19879999999995,583.7212,0.19318181818181818,0
2024-02-03,49,1164,1,1,0,1,2,11.4,104.67,223.19,9.94,830,910.51,893.42,46,414,161,2024,2,3,5,1,2,3,1,3,2.0,17.090000000000032,418.83459999999997,491.6754,0.38795180722891565,46
2024-02-04,33,1121,2,2,0,1,0,16.3,99.86,180.18,3.35,740,879.05,814.01,21,238,80,2024,2,4,5,1,3,3,1,3,3.096234309623431,65.03999999999996,184.60049999999998,694.4495,0.33472803347280333,21
